N°;Name;Smiles;logBB;Ref
8075;;O=C(Cn1cnc2ccccc2c1=O)c1ccc(Br)cc1;1.14;
8076;;CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(c3)C(F)(F)F)cc2)ccn1;-0.37;
8077;;CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(c3)C(F)(F)F)cc2)ccn1.Cc4ccc(cc4)[S](O)(=O)=O;1.13;
8078;;COc1cc2c(cc1OCCCN3CCCCC3)ncnc2N4CCN(CC4)C(=O)Nc5ccc(OC(C)C)cc5;1.13;
8079;;CCNC(=O)NC[C@H]1CC[C@H]2CC[C@@H](C(=O)NC(c3ccccc3)c3ccccc3)N2C(=O)[C@H]1NC(=O)[C@@H](N)CC.Cl;1.11;
8080;;COc1cc2c(Oc3ccc4[nH]c(C)cc4c3F)ncnc2cc1OCCCN1CCCC1;1.11;
8081;;Cc1nc(-c2cnn(C)c2-c2ccc(C(F)(F)F)cn2)c2c(C3CCC3)ncnn12;1.11;
8082;;Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O;1.1;
8083;;CO[C@@H]1C[C@@H](CC[C@H]1OCCO)C[C@@H](C)[C@@H]2CC(=O)[C@H](C)\C=C(C)/[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\C=C\C=C/C=C(C)/[C@H](C[C@@H]3CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N4CCCC[C@H]4C(=O)O2)OC;1.1;
8084;;CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](O)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C;-0.27;
8085;;ONC(=O)CCCCCCC(=O)Nc1ccccc1;1.08;
8086;;CCN(CC)CCNC(=O)c1c(C)[nH]c(\C=C2/C(=O)Nc3ccc(F)cc23)c1C;-0.67;
8087;;COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCC4CCN(C)CC4;1.07;
8088;;C[C@@H](C(O)=O)c1ccc(c(F)c1)c2ccccc2;1.06;
8089;;[Cl-].CC[NH+](CCCl)Cc1ccccc1Br;0.16;
8090;;Fc1ccc(SC2=NN3C=NC(=O)C(=C3C=C2)c4c(Cl)cccc4Cl)c(F)c1;1.06;
8091;;CN(C(=O)Cc1ccc(Cl)c(Cl)c1)[C@@H]1CCCC[C@H]1N1CCCC1;1.06;
8092;;Cn1cc(c2ccccc12)C3=C(C(=O)NC3=O)c4cn(C5CCN(CC5)Cc6ccccn6)c7ccccc47;-0.65;
8093;;COc1cccc2c1C=[N+](c1ccc(C)cc1)CC2.[Br-];1.06;
8094;;COC[C@@H](NC(=O)N1CC(=O)Nc2cc(OC)cnc21)c1ccc(OC(F)(F)F)c(F)c1;1.06;
8095;;CCOC(OCC)[P](O)(=O)CCCN;1.06;
8096;;CCOC(=O)ON1C(=O)CCC1=O;1.06;
8097;;CNC[C@]1(c2ccccc2)C[C@@H]2CC[C@H](C1)N2C(c1ccccc1Cl)c1ccccc1Cl;1.05;
8098;;CCN(C)C(=O)Oc1ccc2CC[C@@H](NCC#C)c2c1.CCN(C)C(=O)Oc3ccc4CC[C@@H](NCC#C)c4c3.O[C@H]([C@@H](O)C(O)=O)C(O)=O;1.05;
8099;;CCN(CC)CCC1(c2ccccc2)CCC(=O)NC1=O;1.04;
8100;;C[C@H](Cc1nc2c(cnn2-c2ccccc2Cl)c(=O)[nH]1)C(F)(F)F;1.04;
8101;;C[C@@H](Nc1nc(N[C@H](C)C(F)(F)F)nc(-c2cccc(Cl)n2)n1)C(F)(F)F;1.04;
8102;;C[C@]12CCCN1CC1=NNC(=O)c3cc(F)cc4[nH]c2c1c34;1.01;
8103;;CS(=O)(=O)c1ccc(C(=O)Nc2ccc(Cl)c(-c3ccccn3)c2)c(Cl)c1;1.01;
8104;;N[C@@H](Cc1ccc(F)cc1)C(=O)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)CNC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H]4CC(O)CN4.OC(=O)C(F)(F)F.OC(=O)C(F)(F)F;1.01;
8105;;CC(C)CCN1c2nc(Nc3cc(F)c(O)c(F)c3)ncc2N(C)C(=O)C1C;1.0;
8106;;CN(Cc1nc2ccccc2n1C)S(=O)(=O)c1ccc(F)cc1;1.0;
8107;;CC(=C)[C@@H]1CC[C@@]2(CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]34C)[C@@H]12)C(O)=O;1.0;
8108;;C[C@@H](NC(=O)[C@H](CC(=O)N1CCC(N2CCCCC2)CC1)N1C(=O)[C@@H](N2C(=O)OC[C@@H]2c2ccccc2)[C@H]1/C=C/c1ccccc1)c1ccccc1;1.0;
8110;;CC(C)Nc1cccnc1N2CCN(CC2)C(=O)c3[nH]c4ccc(N[S](C)(=O)=O)cc4c3.C[S](O)(=O)=O;0.99;
8112;;COc1c(N2CCNC(C)C2)c(F)cc3C(=O)C(=CN(C4CC4)c13)C(O)=O;0.98;
8113;;CC(C(O)=O)c1ccc(c(F)c1)c2ccccc2;0.98;
8114;;CCn1ncc2c(NC3CCOCC3)c(-c3nnc(Cc4sc(C)nc4C)o3)cnc21;0.98;
8115;;C[C@H]1CN(C(=O)[C@@H]2CN(C(C)(C)C)C[C@H]2c2ccc(F)cc2F)C[C@@H](C)[C@]1(O)c1ccccc1;0.98;
8116;;Fc1ccc(-c2c3cccc(C(F)(F)F)c3nn2Cc2ccc(F)cc2Cl)cc1;0.98;
8117;;CN1C[C@H]2[C@@H](C1)[C@@H]2CN(Cc1ccc(F)c(Cl)c1)C(=O)c1cn(C)cn1;-0.3;
8118;;C[C@H]1COCCN1c1nc(-c2cnc(N)nc2C(F)F)cc(N2CCOCC2)n1;-0.2;
8119;;O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCc1ccc(-c3ccc(OC(F)(F)F)cc3)nc1)C2;-0.4;
8120;;COc1cc(F)c(-c2c(C)nn3c(C(F)(F)F)cc(C)nc23)c(F)c1;-0.4;
8122;;CC(F)(F)CNc1ccc2ccc(C(=O)N3CCC4(CC3)Cc3cn(C(C)(C)C)nc3C(=O)N4)cc2n1;-0.4;
8123;;Oc1ccc(F)cc1/C=N/C1CCCC1;-0.35;
8124;;COc1ccc(-n2c(=O)c(CCC(=O)NCCc3ccccc3F)nc3ccccc32)cc1;-0.1;
8125;;NC(=O)c1cccc(c1)c2cccc(OC(=O)NC3CCCCC3)c2;-0.25;
8126;;COc1ccc(-c2[nH]c(-c3ccc(Cl)cc3)nc2SCC(=O)NCC2CCCO2)cc1;-0.32;
8127;;C[C@@H]1CN(c2ccc(F)nc2)C(=O)c2cc(COc3ccc(Cl)cn3)nn21;-0.34;
8128;;C[C@@H](c1nnc(-c2ccccc2F)s1)N1CCC(c2c[nH]c3ccccc23)CC1;-0.2;
8129;;CN1CCN(c2ccc(/C=C3/SC(Nc4ccc(Oc5ccccc5)cc4)=NC3=O)cc2)CC1;0.92;
8130;;Cc1cc(C)nc(N2CC3CN(C(=O)c4c(F)cccc4-n4nccn4)CC3C2)n1;0.92;
8131;;CN1Cc2cc(Cl)ccc2-n2c(nnc2[C@H]2CC[C@H](Oc3ccccn3)CC2)C1;0.92;
8132;;C[C@@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)C=CSC(N)=N1;0.9;
8133;;C[C@H]1OC[C@]2(c3cc(NC(=O)c4cnc(C(F)F)cn4)ccc3F)N=C(N)SC[C@H]12;0.9;
8134;;N[C@@H](CCS(=O)(=O)O)CSSC[C@@H](N)CCS(=O)(=O)O;0.89;
8135;;C=CC(=O)Nc1cc(Nc2nccc(-n3cc(CN(C)C)c(-c4ccccc4)n3)n2)c(OC)cc1N1CCOCC1;-0.19;
8136;;CC1(C)CC=C(c2nc(C3CC(C)(C)OC(C)(C)C3)ccc2NC(=O)c2nc(C#N)c[nH]2)CC1;0.88;
8137;;CCCCc1nc(C)c(CC(=O)OCC)c(=O)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1;0.88;
8138;;C=CC(=O)N1CCC[C@@H](n2c(=O)n(-c3ccc(Oc4ccccc4)cc3)c3c(N)nccc32)C1;0.88;
8139;;N#Cc1ccc(COCC2OC(n3c(NCc4ccc(Cl)c(Cl)c4)nc4c(N)ncnc43)C(O)C2O)cc1;0.87;
8140;;CC(C)n1c(=O)n(C)c2cnc3cc(F)c(-c4ccc(OCCCN5CCCCC5)nc4)cc3c21;-0.45;
8141;;CCOc1cc(C(C)(C)C)ccc1C1=N[C@@](C)(c2ccc(Cl)cc2)[C@@](C)(c2ccc(Cl)cc2)N1C(=O)N1CCN(CCCS(C)(=O)=O)CC1;-0.45;
8142;;COc1ccc(N2CCN(C(=O)c3cn(Cc4ccccc4)nc3-c3cccnc3)CC2)cc1;-0.45;
8143;;N=C(N)NC[C@H]1CC[C@H](C(=O)Oc2ccccc2C(=O)OCc2ccccc2)CC1;-0.35;
8144;;Nc1cccc2C(=O)N(C3CCC(=O)NC3=O)C(=O)c12;-0.35;
8145;;CCCCNc1nc(SC)nc2c1cnn2CC(Cl)c1ccccc1;-0.35;
8146;;CC(=O)Nc1cccc(-n2c(=O)n(C3CC3)c(=O)c3c(Nc4ccc(I)cc4F)n(C)c(=O)c(C)c32)c1;-0.35;
8147;;CN(C)CCCOc1ccc(CN(C)CCCNC(=O)c2ccc(Cl)c(Cl)c2)cc1;0.24;
8148;;Cn1c(CCCC(=O)O)nc2cc(N(CCCl)CCCl)ccc21;-0.24;
8149;;CCN(C)C(=O)Oc1cccc(c1)[C@H](C)N(C)C.O[C@@H]([C@H](O)C(O)=O)C(O)=O;-0.45;
8151;;COc1cnc(-c2ccccn2)nc1NCc1ccc(F)cc1F;-0.27;
8152;;CCc1c2c(nc3ccccc13)-c1cc3c(c(=O)n1C2)COC(=O)CC3(O)CC;-0.32;
8153;;OCC(O)C1OC(=O)C(=O)C1=O;-0.21;
8154;;Cc1ccc(N2CCN(C(=O)[C@@H](Cc3ccc(Cl)cc3Cl)N3CCCC3=O)CC2)c([C@H](CC(C)C)NC(=O)[C@@H](C)N)c1;-0.21;
8155;;CCCCCCCCc1ccc(CCC(N)(CO)CO)cc1;-0.45;
8156;;CCC(=NNC(=O)c1ccc2c(c1)nc(C)n2CC)c1cc(F)ccc1O;-0.17;
8157;;Nc1c(Cl)cc(C2=NCCn3nc4cc(C(F)(F)F)ccc4c32)cc1Cl;-0.4;
8158;;CCOC(=O)C1=CCCC[C@H]1S(=O)(=O)Nc1ccc(F)cc1Cl;-0.2;
8159;;CCC(=O)Nc1cc(O)nc2ncnn12;-0.3;
8160;;N#Cc1ccc2c(c1)CCN(CCC1CCC(NC(=O)/C=C/c3cccc4cc[nH]c34)CC1)CC2;-0.2;
8161;;CCCc1nnnn1-c1ccc(OC)c(CN[C@H]2CCCN[C@H]2c2ccccc2)c1;-0.17;
8162;;CN1C(=NN=N1)SCC2=C(N3C(C(C3=O)(NC(=O)C(C4=CC=C(C=C4)O)C(=O)O)OC)OC2)C(=O)O;-2.52;
8163;;CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)OC6[C@@H]([C@H]([C@@H]([C@H](O6)C(=O)O)O)O)O)O[C@H]3[C@H](C=C4)O;-2.15;
8164;;CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)O)O[C@H]3[C@H](C=C4)OC6[C@@H]([C@H]([C@@H]([C@H](O6)C(=O)O)O)O)O;-2.09;
8165;;CC1=NC=C(C=C1)CC2CNC(NC2=O)NCCCCC3=NC=C(C=C3C)Br;-1.88;
8166;;c1(c2c3n(c4c(C(N(C)C3)=O)c(Cl)ccc4)cn2)noc(C(O)(O)C)n1;-1.82;
8167;;CN1CC2=C(N=CN2C2=CC=CC(Cl)=C2C1=O)C1=NOC(=N1)[C@](C)(O)CO;-1.82;
8168;;C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)CO)O)O)CO)O)O)O)O;-1.7;
8169;;C=CCC1=C(C(=CC=C1)/C=N\NC(=O)CN2CCN(CC2)CC3=CC=C(C=C3)S(=O)(=O)N)O;-1.67;
8170;;C1=CC(=CC=C1CNC2=NC3=C(C=CC(=C3)C(F)(F)F)N=C2C(=O)O)C(F)(F)F;-1.57;
8171;;CC(=O)NC1C(C(C(OC1O)COS(=O)(=O)[O-])OC2C(C(C(C(O2)COS(=O)(=O)[O-])O)O)O)O.[Na+].[Na+];-1.54;
8172;;C1=CC(=C(C=C1C2=CSC(=N2)N=C(N)N)O)O;-1.54;
8173;;CCNC1=C(N=CC=C1)N2CCN(CC2)C(=O)C3=CC4=C(N3)C=CC(=C4)NS(=O)(=O)C;-1.52;
8174;;O=C1C2=C(C(O)=C(/C=N/N3CCN(C)CC3)C(NC(C/C(C)=C\C=C\[C@@H](C)C4O)=O)=C5O)C5=C(O)C(C)=C2O[C@]1(C)O/C=C/[C@@H]([C@H]([C@H]([C@H]([C@H]([C@@H]4C)O)C)OC(C)=O)C)OC;-1.52;
8175;;CC(C)CCCCCCCCC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1OC2=C3C=C4C=C2OC5=C(C=C(C=C5)[C@H]([C@H]6C(=O)N[C@@H](C7=C(C(=CC(=C7)O)O[C@@H]8[C@H]([C@H]([C@@H]([C@H](O8)CO)O)O)O)C9=C(C=CC(=C9)[C@H](C(=O)N6)NC(=O)[C@@H]4NC(=O)[C@@H]1C2=C(C(=CC(=C2)OC2=C(C=CC(=C2)[C@H](C(=O)N[C@H](CC2=CC=C(O3)C=C2)C(=O)N1)NC)O)O)Cl)O)C(=O)NCCCN(C)C)O)Cl)CO)O)O;-1.48;
8176;;CC1C(=NC=N1)CSCCNC(=NC)NC#N;-1.42;
8177;;CCCC1=NC(=C2N1N=C(NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)CC)OCC)C;-1.4;
8178;;C1=CC=[N+]2C=C(NC2=C1)CN;-1.4;
8179;;C1=CC(=CC=C1C(=O)O)N;-1.4;
8180;;CC1=CC=CC=C1N=C2N(CCN2C)C;-1.39;
8181;;C1=C(C=C(C2=C1NC(=CC2=O)C(=O)O)Cl)Cl;-1.33;
8182;;CCCC1=NN(C2=C1N=C(NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)C)OCC)C;-1.3;
8183;;CC1=CC(=C(C=C1)N=C2N(CCN2C)C)C;-1.3;
8184;;C1=COC(=C1)C2=NN3C(=NC(=NC3=N2)NCCC4=CC=C(C=C4)O)N;-1.3;
8185;;C1C[C@H](O[C@H]1CO)N2C=NC3=C2N=CNC3=O;-1.3;
8186;;CN\C(NCCSC1=CC=C(CN(C)C)O1)=C\[N+]([O-])=O;-1.23;
8187;;CN=C(C[N+](=O)[O-])NCCCSC1=CC=C(O1)CN(C)C;-1.23;
8188;;CC(=O)OC1=C(C=C(C=C1)/C=C/C(=O)NCCC2=CC=CC=C2)OC(=O)C;-1.17;
8189;;CC1=CC=C(C=C1)/C(=C\CN2CCCC2)/C3=CC=CC(=N3)/C=C/C(=O)O;-1.14;
8191;;CN(C)CCC1=CNC2=C1C=C(C=C2)CC3COC(=O)N3;-1.01;
8192;;CCC(C)C1C(CCC2(O1)CC3CC(O2)CC=C(C(C(C=CC=C4COC5C4(C(C=C(C5O)C)C(=O)O3)O)C)OC6CC(C(C(O6)C)OC7CC(C(C(O7)C)O)OC)OC)C)C;-1.0;
8193;;CN1CC(=O)N2C(C1=O)CC3=C(C2C4=CC5=C(C=C4)OCO5)NC6=CC=CC=C36;-1.0;
8194;;C[C@@H]1CC(=CC(=O)[C@H]1C(=O)OC)NC2=CC(=CC=C2)[N+](=O)[O-];-1.0;
8195;;CC1=CC2=CC=CC=C2N1CCNC(=O)/C=C/C3=CC(=C(C=C3)OCCO)OCCO;-1.0;
8196;;O=[C@@](CNC(C)(C)C)[C@H](CC(CCCC3)C3C2)N2C[C@H](O)[C@@H](NC(C4=C(C)C(O)=CC=C4)=O)CSC1=CC=CC=C1;-0.93;
8197;;CCS(=O)(=O)C1=CC=C(C=C1)C2=C(C3=C(C=C2)C=C(C=C3)O)OC4=CC=C(C=C4)OCCN5CCCCC5;-0.92;
8198;;C1CC(C[C@@H]1[C@@](C2=CC=CC=C2)(C(=O)NC3CCN(CC3)CC4=NC(=CC=C4)N)O)(F)F;-0.89;
8199;;CC3CCN(CCC1CCN1S(=O)(=O)/C2=C/C(O)=C\CC2)CC3;-0.89;
8200;;C1=CC=C(C=C1)COC(=O)NCC2=CC=C(C=C2)C(=O)NC3=CC=CC=C3N;-0.85;
8201;;CS(=O)(=O)C1=CC=C(C=C1)C2=C(C3=C(C=C2)C=C(C=C3)O)OC4=CC=C(C=C4)OCCN5CCCCC5;-0.81;
8202;;CC(=C)C(=O)/C(=C/C(=O)O)/OC;-0.8;
8203;;CCN1N=C(N=N1)NC(=O)C2C3=CC=CC=C3OC4=CC=CC=C24;-0.8;
8204;;CN1CCN(CC1)CC2=CC=C(C=C2)NC3=NC=C(C(=N3)NC4=CC=CC=C4S(=O)(=O)N(C)C)Cl;-0.8;
8205;;CCC1C(=O)N(CC(=O)N(C(C(=O)NC(C(=O)N(C(C(=O)NC(C(=O)NC(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N1)C(C(C)/C=C/C)O)C)CC(C)C)C)CC(C)C)C)CC(C)C)C)C)C)CC(C)C)C)C(C)C)CC(C)C)C)C;-0.78;
8206;;O=C1N([C@@H](C(N([C@@H](C(N[C@@H](C(N(C)CC(N([C@@H](C(N[C@@H](C(N([C@@H](C(N[C@@H](C(N[C@@H](C(N([C@@H](C(N([C@@H]1CC(C)C)C)=O)CC(C)C)C)=O)C)=O)C)=O)CC(C)C)C)=O)C(C)C)=O)CC(C)C)C)=O)=O)CC)=O)[C@@H]([C@H](C)/C=C/C)O)C)=O)CC(C)C)C;-0.78;
8207;;CC[C@H]1C(=O)N(CC(=O)N([C@H](C(=O)N[C@H](C(=O)N([C@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N1)[C@@H]([C@H](C)/C=C/C)O)C)CC(C)C)C)CC(C)C)C)CC(C)C)C)C)C)CC(C)C)C)C(C)C)CC(C)C)C)C;-0.78;
8209;;C1CCN(CC1)CCOC2=CC=C(C=C2)OC3=C(C=CC4=C3C=CC(=C4)O)C5=CC=C(C=C5)O;-0.77;
8210;;c1cc(CSCCNc2cc(Cc3ccccc3)c[nH]2)oc1CN(C)C;-0.73;
8211;;CC1=CN(C(=O)NC1=O)C2CC(C(O2)CO)N[NH+]=[N-];-0.72;
8212;;CC1=CN(C(=O)NC1=O)[C@@H]2C[C@@H]([C@@H](O2)CO)N=[N+]=[N-];-0.72;
8213;;CCC1C(=O)N(CC(=O)N(C(C(=O)NC(C(=O)N(C(C(=O)NC(C(=O)NC(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N1)C(C(C)C/C=C/C)O)C)C(C)C)C)CC(C)C)C)CC(C)C)C)C)C)CC(C)C)C)C(C)C)CC(C)C)C)C;-0.7;
8214;;CC(C)C1=NC(=CS1)CN(C)C(=O)NC(C(C)C)C(=O)NC(CC2=CC=CC=C2)CC(C(CC3=CC=CC=C3)NC(=O)OCC4=CN=CS4)O;-0.7;
8215;;CC(C)[C@@](CCCN(C)CCC1=CC(=C(C=C1)OC)OC)(C#N)C2=CC(=C(C=C2)OC)OC;-0.7;
8216;;O=C2C/C=[N+](C1CC(F)C(CO)O1)\C(=O)N2;-0.69;
8217;;C1=NN(N=C1C(=O)N)C2C(C(C(O2)CO)O)O;-0.67;
8218;;C1=C(C(=CC(=C1N)N)N)N.Cl.Cl.Cl.Cl;-0.67;
8220;;CC1=CC(=CC=C1)COC2=CC=CC(=C2)/C=C/3\C(=O)NN(C3=O)C4=CC=CC=C4;-0.66;
8221;;C1CN(CCC12C(CNC(=O)O2)C3=CC=CC=C3)C(=O)C4=CC(=CC(=C4)C(F)(F)F)C(F)(F)F;-0.66;
8223;;CCC(C)N1C(=O)N(C=N1)C2=CC=C(C=C2)N3CCN(CC3)C4=CC=C(C=C4)OCC5COC(O5)(CN6C=NC=N6)C7=C(C=C(C=C7)Cl)Cl;-0.64;
8224;;CC(=O)CC1=CC=C(C=C1)C(=O)NC1=C(N)C=CC(=C1)C1=CC=CS1;-0.62;
8225;;CN1CC[C@]23[C@@H]4[C@@H](CC[C@]2(C1CC5=C3C(=C(C=C5)OC)O4)O)O;-0.6;
8226;;CC1=NC(=C(C(=O)N1)[N+](=O)[O-])N2CCC3=CC=CC=C3CC2;-0.59;
8227;;C1CCN(C1)CCN2C=CC3=C2C=C(C=C3)NC(=O)CC4=CC=C(C=C4)OCC5=CC=CC=C5;-0.59;
8228;;CC(=O)NC1=CC=C(C=C1)C(=O)NC2=CC=CC=C2N;-0.58;
8229;;C1CCN(CC1)CCOC2=CC=C(C=C2)OC3=C(C=CC4=C3C=CC(=C4)O)C5=CC(=CC=C5)O;-0.57;
8230;;O=C(NC([C@@H](O)C(O[C@H]1C[C@@](O)(C(OC(C2=CC=CC=C2)=O)[C@H]3[C@@]4(C)[C@@H](O)C[C@]5([H])C3(CO5)OC(C)=O)C(C)(C)C(C(OC(C)=O)C4=O)=C1C)=O)C6=CC=CC=C6)C7=CC=CC=C7;-0.55;
8231;;CN(C)[C@@H]1[C@@H]2C[C@@H]3CC4=C(C=CC(=C4C(=C3C(=O)[C@@]2(C(=C(C1=O)C(=O)N)O)O)O)O)N(C)C;-0.52;
8232;;CN(C)[C@H]1[C@@H]2C[C@@H]3CC4=C(C=CC(=C4C(=C3C(=O)[C@@]2(C(=C(C1=O)C(=O)N)O)O)O)O)N(C)C;-0.52;
8233;;CC1=CC2=CC=CC=C2N1CCNC(=O)/C=C/C3=CC(=C(C(=C3)OC)OC)OC;-0.52;
8234;;C1CN(CCC1CC2=CC=C(C=C2)F)CCS(=O)C3=CC4=C(C=C3)NC(=O)O4;-0.52;
8235;;C1=CC=C(C=C1)NC(=O)CCCCCNC(=O)CF;-0.51;
8236;;CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C\C(=O)[O-])/C)/C;-0.49;
8237;;CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C/C(=O)O)/C)/C;-0.49;
8238;;CC(C)(C)NC(=O)[C@@]1([C@]2(N1C2=O)C3=CC=C(C=C3)OCC4=CC=C(C=C4)Cl)C5=C(NC6=C5C=CC(=C6)Cl)C(=O)O;-0.46;
8239;;CC1CN(CC1C2=NC3=C(C=NN3C4CCOCC4)C(=O)N2)CC5=NC=CC=N5;-0.4;
8240;;CC1=NC(=NO1)NC(=O)C2C3=CC=CC=C3OC4=CC=CC=C24;-0.4;
8241;;CC(C)(C)/[N+](=C/C1=CC=[N+](C=C1)[O-])/[O-];-0.38;
8242;;CN(C)S(=O)(=O)C1=CC=C(C=C1)C2=C(C3=C(C=C2)C=C(C=C3)O)OC4=CC=C(C=C4)OCCN5CCCCC5;-0.37;
8243;;CC(=O)O[C@H]1CC2=CC=CC=C2[C@H](C3=CC=CC=C13)C(=O)N;-0.34;
8244;;NC(=O)[C@H]1C2=CC=CC=C2[C@H]2O[C@H]2C2=C1C=CC=C2;-0.34;
8245;;CN1[C@@H](CCC1=O)C2=CN=CC=C2;-0.32;
8246;;CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C;-0.3;
8248;;C1C(=NC2=C(C=C(C=C2)C3=CC=CC=C3F)NC1=O)C4=CC(=NC=C4)C#N;-0.3;
8249;;CN1C2=NC=NC2C(=O)N(C1=O)C;-0.29;
8250;;CN1C2C(C(=O)N(C1=O)C)NC=N2;-0.29;
8254;;CN1CN(C2(C1=O)CCN(CC2)CCCC(=O)C3=CC=C(S3)[123I])C4=CC=CC=C4;-0.25;
8255;;C1=CC=C(C=C1)C(=O)N;-0.24;
8256;;CO[C@H]1CNCC[C@H]1NC(=O)C2=CC(=C(C=C2OC)N)Cl;-0.22;
8257;;C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3CC[C@@]4(C(=O)CO)O)C)O;-0.22;
8258;;C1CC1NC2=C3C(=NC(=N2)N)N(C=N3)[C@@H]4C[C@@H](C=C4)CO;-0.22;
8259;;C(C(CO)O)O;-0.21;
8260;;C1=CC(=C(C=C1Cl)Cl)C(CN2C=CN=C2)OCC3=C(SC=C3)Cl;-0.2;
8261;;C1=CC=C(C=C1)CCNN;-0.2;
8262;;C[C@H](C1=CC=C(C=C1)CC(C)C)C(=O)O;-0.18;
8263;;CCC(=O)N[C@H]1C(=NC[C@@H]([C@@H]([C@@H](CO)O)O)O)NC(=O)NC1=O;-0.18;
8264;;C[C@]12C[C@@H]([C@H]3[C@H]([C@@H]1CC[C@@]2(C(=O)CO)O)CCC4=CC(=O)C=C[C@]34C)O;-0.18;
8265;;C=CCC1=C(C(=CC=C1)/C=N\NC(=O)CN2CCN(CC2)CC3=CC=CC=C3)O;-0.17;
8266;;CC(C(=O)O)N;-0.17;
8267;;C[C@@H]1CC(=CC(=O)[C@H]1C(=O)OC)NC2=CC(=CC=C2)OC(F)(F)F;-0.17;
8268;;CN1C2=C(C=CC(=C2)[C@H](C3=CC=C(C=C3)Cl)N4C=NC=N4)N=N1;-0.16;
8269;;ClC1=CC=C2N=C(CC(=O)NC2=C1)C1=C(C=CS1)C#N;-0.14;
8270;;CC(C)NCCCOC1=CC(CN2CCCCC2)=CC=C1;-0.13;
8271;;CC(C)N1N=C(N=N1)NC(=O)C2C3=CC=CC=C3OC4=CC=CC=C24;-0.12;
8272;;CN1C[C@@H](CC1=O)CCN2C3=C(C4=CC=CC=C42)C(=O)NCC3;-0.12;
8273;;CN(C)C1CCN(CC2=CC=C(C=C2)C(=O)NC2=C(N)C=CC(=C2)C2=CC=CC=C2)CC1;-0.11;
8274;;CC1=NC=CC(=C1)C2=CC3=NC(=NN3C(=C2)N)C4=CC=CC=N4;-0.1;
8275;;CC1CC(C(C(/C=C(\C(C(/C=C\C=C(/C(=O)NC2=CC(=O)C(=C(C1)C2=O)NCCN(C)C)\C)OC)OC(=O)N)/C)C)O)OC;-0.09;
8276;;C1C=2C(C(NC(/C(C)=C/C=C\[C@@H]([C@H](/C(=C/[C@@H](C)[C@@H]([C@H](OC)C[C@H]1C)O)C)OC(=O)N)OC)=O)=CC(C2NCCN(C)C)=O)=O;-0.09;
8277;;Cn4nc(CC(=O)NC1CC[N+]2(C)CCCC1C2)c3ccccc34;-0.08;
8278;;CC1CCN(CCC2CCN2S(=O)(=O)C2=CC=CC(O)=C2)CC1;-0.08;
8279;;COC1=C(C2=C(C[C@@H]3C4=CC(=C(C=C4CCN3C2)OC)OC)C=C1)OC;-0.07;
8280;;CN1C=C(C(=N1)C2=CC=C(C=C2)OCC3=NC4=CC=CC=C4C=C3)C5=CC=NC=C5;-0.06;
8281;;CN1C=NC2C1C(=O)N(C(=O)N2C)C;-0.06;
