Number,Name,logBB
593,CN(c1nc2ccccc2s1)C1CCN(CC(O)COc2ccc(F)c(F)c2)CC1,0.59
594,CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,0.6
595,O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=NC1O,0.6
596,CNCCCN1c2ccccc2Sc2ccccc21,0.6
597,COC(=O)C1C(OC(=O)c2ccccc2)CC2CCC1N2C,0.6
598,CC1NC(=NCC(F)F)Nc2cccc(Cl)c21,0.6
599,CCC12CCN(CC3(O)CC3)C(Cc3ccc(O)cc31)C2(C)C,0.6
600,CCCCC1CCN(CCCN2C(=O)CCc3ccccc32)CC1,0.6
601,CN(C)Cc1ccc(C(=O)Nc2ccccc2N)cc1,0.6
602,Cc1nc(N2CCc3ccccc3CC2)c(C#N)c(=O)n1CC(F)(F)F,0.6
603,Clc1ccc2c(c1)C(N1CCNCC1)=Nc1ccccc1O2,0.6
604,c1cnc(N2CCNCC2)nc1,0.6
605,CC1=NC(O)C(=O)Nc2ccc(Cl)cc21,0.61
606,COc1ccc(C2CNC(=O)C2)cc1OC1CCCC1,0.61
607,COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1,0.62
608,Cc1ccc(O)c(Cn2c(NC3CCN(CCN)CC3)nc3c(C)cccc32)n1,0.63
609,OC(c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)C1CCCCN1,0.63
610,CCC(C)Nc1ccc(I)c(NC(C)CC)c1,0.64
611,CN(C)CCOC(C)(c1ccccc1)c1ccccn1,0.64
612,CC(C)NCC(O)COc1cccc2ccccc12,0.64
613,Clc1ccc(N2CCN(Cc3cnn4ccccc34)CC2)cc1,0.64
614,CCc1nc(N)nc(N)c1-c1ccc(Cl)c(Cl)c1,0.65
615,CC(C)(C)N1CCC(c2ccccc2)(c2ccccc2)CC1,0.66
616,CCCCCCCCCC,0.67
617,Cc1nc(Nc2ccc(F)cc2)nc(N2CCc3ccccc3C2C)c1C,0.68
618,Cc1ccccc1-c1ccncc1C(=O)N(C)Cc1cc(C(F)(F)F)cc(C(F)(F)F)c1,0.68
619,c1ccc(NCCCOc2cccc(CN3CCCCC3)c2)nc1,0.69
620,CC(C)c1cccc(C(C)C)c1O,0.7
621,COc1cccc([C@@]2(O)CCCC[C@@H]2CN(C)C)c1,0.7
622,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1Cl)=NC2,0.7
623,c1ccc2c(c1)CCCN2,0.7
624,CNC(=O)c1c(NCC2CCC3(CCC3)CC2)nc(C#N)nc1OCCO,0.7
625,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,0.7
626,OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1,0.7
627,COc1ccc(-c2nc(-c3cccc(CN(C)C)c3)n(CCO)n2)cc1,0.71
628,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,0.72
629,CCCCCCNC(=O)C(c1ccccc1)c1ccccc1,0.74
630,CCCCN1C2CC[C@@H]1C[C@@H](OC(c1ccc(F)cc1)c1ccc(F)cc1)C2,0.74
631,COc1cccc(CC2CCN(C3CCC(OC)(c4ccc5c(c4)OCO5)CC3)CC2)c1,0.74
632,Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1Cl)=NC2,0.74
633,NCc1cccc(NC(=O)c2ccc3ccccc3c2)c1,0.74
634,CSc1ccc2c(c1)N(CCC1CCCNC1)c1ccccc1S2,0.75
635,CN(C)Cc1ccc(C(=O)Nc2cc(-c3cccs3)ccc2N)cc1,0.77
636,Cc1ccc(/C(=C/CN2CCCC2)c2ccccn2)cc1,0.77
637,Fc1ccc(Cn2c([C@H]3CNCCO3)nc3ccccc32)cc1,0.77
638,Cc1cc2c(s1)=Nc1ccccc1NC=2N1CCN(C)CC1,0.78
639,COc1cc(-n2cnc3cc(-c4ccc(Cl)cc4)sc3c2=O)ccc1OCCN1CCCC1,0.78
640,COc1ccccc1N1CCN(CCCCNC(=O)c2ccc3ccccc3c2)CC1,0.78
641,COCCCC/C(=N/OCCN)c1ccc(C(F)(F)F)cc1,0.79
642,Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1,0.8
643,CCCCCCC,0.8
644,CCCCC,0.8
645,CCCCCC,0.8
646,CN(C)CCCN1c2ccccc2CCc2ccccc21,0.8
647,CCc1ccc(-c2ccc(C(=O)N(C)C3CCN(C(=O)N4CCC(N5CCCCC5)C4)C3)cc2)cc1,0.81
648,N[C@@H]1C[C@H]1c1ccc(F)cc1,0.81
649,CCCC(=O)c1ccc2c(c1)N(CCCN1CCN(C)CC1)c1ccccc1S2,0.83
650,CC1CCN(CCCC(=O)c2ccc(F)cc2)CC1,0.83
651,CN(C)CCCN1c2ccccc2CCC2CCCCCC21,0.83
652,CN(C)CCCN1c2ccccc2Cc2ccccc21,0.83
653,Clc1ccc2[nH]nc(NC3CCN(Cc4ccc5c(c4)OCO5)CC3)c2c1,0.83
654,CCOC(=O)C1(c2ccccc2)CCN(C)CC1,0.85
655,OC(CCN1CCCCC1)(c1ccccc1)C1CC2C=CC1C2,0.85
656,CCCCC(C)C,0.86
657,COc1ccccc1CNC1CCCNC1c1ccccc1,0.87
658,CCN(C)C(=O)Oc1cccc(C(C)N(C)C)c1,0.88
659,COC(=O)C(c1ccccc1)C1CCCCN1,0.88
660,FC(F)Oc1ccc(OC(F)(F)F)cc1CNC1CCCNC1c1ccccc1,0.88
661,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,0.89
662,CN(Cc1cc(C(F)(F)F)cc(C(F)(F)F)c1)C(=O)c1cnccc1-c1ccccc1Cl,0.89
663,Fc1ccc(Cn2c([C@H]3CNCCS3)nc3ccccc32)cc1,0.89
664,CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1,0.9
665,CN(C)CCC=C1c2ccccc2CCc2ccccc21,0.9
666,C=C([CH]CC)CC,0.9
667,CC1CCCC1,0.9
668,CCC(=O)NC1CCC(CCN2CCN(c3cccc(Cl)c3Cl)CC2)CC1,0.9
669,CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC,0.9
670,COc1ccc(-c2cc(NCCO)c3ccccc3n2)cc1,0.9
671,COc1ccc(CCN2CCN(CCCc3ccccc3I)CC2)cc1OC,0.9
672,CC(C)(C)c1cc(CN2CCN(CC(O)c3ccc(Cl)cc3)CC2)cc(C(C)(C)C)c1O,0.91
673,CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,0.92
674,COc1ccc(C(C)C)cc1CNC1CCCNC1c1ccccc1,0.92
675,Oc1ccc2c(Oc3ccc(OCCN4CCCCC4)cc3)c(-c3ccc(F)c(F)c3)ccc2c1,0.92
676,O=[SH](O)(c1ccc2cc[nH]c2c1)N1CCCC1CCN1CCC(Oc2cccc(Cl)c2)CC1,0.92
677,CC(N)Cc1ccccc1,0.93
678,CC(C)(C)c1ccc(OC(F)(F)F)c(CNC2CCCNC2c2ccccc2)c1,0.96
679,NCCCN1c2ccccc2Sc2ccc(Cl)cc21,0.97
680,Ic1ccc(CN2CCCCC2)cc1CN1CCCCC1,0.98
681,CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,0.99
682,CN1CCN2c3ccccc3Cc3ccccc3C2C1,0.99
683,CN1CC[C@@]2(C)c3cc(OC(=O)Nc4ccccc4)ccc3N(C)[C@@H]12,1.0
684,CCCC(C)C,1.0
685,CC(C)(C)OC(=O)CCCc1ccc(N(CCCl)CCCl)cc1,1.0
686,CCC(C)(C)C,1.0
687,CCC(C)CC,1.0
688,CN(C)CC/C=C1\c2ccccc2COc2ccccc21,1.0
689,CS(=O)(=O)NC1CCC(CCN2CCN(c3cccc(Cl)c3Cl)CC2)CC1,1.0
690,N#Cc1ccc(S(=O)(=O)C2CCN(CCc3ccc(F)cc3F)CC2)cc1,1.0
691,CCCCCCN1CCN(c2ccc(I)cc2)CC1,1.01
692,CN1CC2c3ccccc3Oc3ccc(Cl)cc3C2C1,1.03
693,CN1CCC2(O)c3ccccc3Oc3ccc(Cl)cc3C2C1,1.03
694,CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,1.04
695,COc1ccc(Cl)cc1[C@]1(F)C(=O)Nc2cc(C(F)(F)F)ccc21,1.04
696,O=C(NCCCCN1CCC(Oc2cccc(C(F)(F)F)c2)CC1)c1ccc(Br)cc1,1.04
697,CN(C)CCC=C1c2ccccc2C=Cc2ccccc21,1.06
698,CN1CCC2c3cc(Cl)ccc3Oc3ccccc3C2C1,1.06
699,CC(=O)NC1CCC(CCN2CCN(c3cccc(Cl)c3Cl)CC2)CC1,1.08
700,CCc1ccc(C(=O)C(C)CN2CCCC2)cc1,1.08
701,NCCCN1c2ccccc2CCc2ccccc21,1.1
702,COc1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1,1.1
703,CC12NC(Cc3ccccc31)c1ccccc12,1.11
704,O=C(O)C=C1C=CC(=O)O1,1.11
705,N#Cc1ccc(OCC2CCN(C/C=C/I)CC2)cc1,1.13
706,O=C(CCC1CCN(Cc2ccccc2)CC1)c1ccc2c(c1)NCCCC2,1.14
707,COCCc1ccc(OCC(O)CNC(C)C)cc1,1.15
708,O=C(NCCCCN1CCC(Nc2cccc(C(F)(F)F)c2)CC1)c1ccc(Br)cc1,1.18
709,CCc1cccc(N=C(C)Nc2cccc(CC)c2)c1,1.2
710,COc1cc2sc(-c3ccccc3)nc2cc1CNC1CCCNC1c1ccccc1,1.26
711,COc1ccc(-c2nc(-c3cccc(CN(C)C)c3)n(C)n2)cc1,1.26
712,CN(C)CCOC(c1ccccc1)c1ccccc1,1.3
713,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,1.3
714,CC(CN1c2ccccc2Sc2ccccc21)N(C)C,1.3
715,CNCCCC12CCC(c3ccccc31)c1ccccc12,1.3
716,OC(CCN1CCCCC1)(c1ccccc1)C1CCCCC1,1.32
717,CNCCCN1c2ccccc2Sc2cccc(Cl)c21,1.37
718,CC(C)CN1CCN(c2ccc(I)cc2)CC1,1.38
719,CC(C)N1CCN(c2ccc(I)cc2)CC1,1.38
720,CCC(C)N1CCN(c2ccc(I)cc2)CC1,1.38
721,COCn1nc(-c2ccc(OC)cc2)nc1-c1cccc(CN(C)C)c1,1.38
722,O=C(CCCN1CCC(O)(c2ccc(Br)cc2)CC1)c1ccc(F)cc1,1.38
723,CN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,1.4
724,CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1,1.4
725,CC1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,1.44
726,CN(C)CCCN1c2ccccc2Sc2ccc(C(F)(F)F)cc21,1.44
727,O=C(CCCN1CCCN(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,1.48
728,CN(C)CCC(c1ccc(Cl)cc1)c1ccccn1,1.53
729,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,1.6
730,FC(F)(F)c1ccc(N2CCNCC2)nc1Cl,1.64
731,CC(C)c1ccc(SCCCC2CCN2C)cc1,1.7
732,c1(N(C)C)cc(c2nc(N)[nH]n2)ccn1,-1.17
733,n1cccc(Br)c1CSCCNC(NCC)=NC#N,-2.15
734,c1cc(c2nc(N=C(N)N)sc2)ccc1,-0.18
735,c1(N)cc(c2nc(N=C(N)N)sc2)ccc1,-1.15
736,c1(c2cc(NC(C)=O)ccc2)nc(N=C(N)N)sc1,-1.57
737,c1(c2cc(NC(NC)=NC#N)ccc2)nc(N=C(N)N)sc1,-1.54
738,c1(OCCCNC(C)=O)cccc(CN2CCCCC2)c1,-0.46
739,C1CCN(Cc2cccc(OCCCNC(c3ccccc3)=O)c2)CC1,-0.24
740,c1ccc2c(C3C(O3)c4c(N2C(N)=O)cccc4)c1,-0.34
741,c1(C(C)C)onc(c4ncn2c4CNC(c3c2cccc3Cl)=O)n1,-0.3
742,c1cc(O)ccc1NC(C)=O,-0.31
743,c1(OC(C)=O)ccccc1C(O)=O,-0.5
744,C1(CO)=CC(C(O)CNC(C)(C)C)=CC=C1O,-1.03
745,C1=C(OCC(O)CNC(C)C)C=CC(CC(N)=O)=C1,-0.87
746,O=C(NCCCl)N(N=O)CCCl,-0.52
747,C(N(CCCl)c1ccc(CCCC(O)=O)cc1)CCl,-1.7
748,n1(C2OC(CC2)CO)c3c(c(O)ncn3)nc1,-1.301
749,C3C=CC=C5C=3CC(O)C5NC(=O)C(CC4C=CC=CC=4)CC(O)CN1C(C(=O)NC(C)(C)C)CN(CC2C=NC=CC=2)CC1,-0.745
750,n1(C(c2ccc(Cl)cc2)=O)c(C)c(CC(O)=O)c3c1ccc(OC)c3,-1.26
751,C1(O)=C(O)C=CC(CC(N)C(O)=O)=C1,-0.77
752,C1(CCCC)C(=O)N(C3=CC=CC=C3)N(C2=CC=CC=C2)C1=O,-0.52
753,c1c2c(N(C)C3N(C)CCC23C)ccc1OC(NC)=O,0.079
754,c1(O)ccccc1C(O)=O,-1.1
755,C(=O)(O)CNC(=O)C1C(O)=CC=CC=1,-0.44
756,c1c(CCN(CCC)CCC)c2c(NC(C2)=O)c(O)c1,-0.43
757,C1(N)=C2C(=NC3=C1C=CC=C3)CCCC2,-0.13
758,N1C(C(Cc3ccc(C)nc3)CNC1NCCCCc2c(C)cc(Br)cn2)=O,-1.88
759,N1(C)C(N(C2C(N=CN2)C1=O)C)=O,-0.29
760,C1(=O)C(C(C)CCC)(CC)C(=O)N=C(S)N1,-0.14
761,N1(C(NC2CCCCC2)=S)CCC(c3nc[nH]c3)CC1,-0.161
762,CC(C)C(C#N)(c2cc(OC)c(OC)cc2)CCCN(C)CCc1cc(OC)c(OC)cc1,-0.7
763,n1ccccc1CCNC,-0.3
764,n1ccccc1CCN(C)C,-0.06
765,c1(CCN)sccn1,-0.42
766,c1cc(c2nc(CCN)sc2)ccc1,-1.3
767,c1c2n(cc(CCN)n2)ccc1,-1.4
768,N1(CCC3N(C)CCCC3)C4C=C(S(=O)C)C=CC=4SC2=C1C=CC=C2,-0.36
769,C1CC(C)C(C)CC1,1.07
770,CC(C1CCCCC1)(C)C,0.61
771,C1C(C)C(C)CC(C)C1,1.02
772,ClCC(F)(F)F,0.115
773,ClC=C(F)F,-0.02
774,OC1=CC4=C(C3CCC(C(C(CC2C3CC4)F)O)2C)C=C1,-0.3
775,O=C1C(CC)(C(NC(N1)=O)=O)CCCC,0.18
776,O=C2N1CCCC(O)C1=NC(C)=C2CCN3CCC(C4=NOC5=C4C=CC(F)=C5)CC3,-0.67
777,CCC(C(NC(NC1=O)=O)=O)1CCC(C)C,0.04
778,CCC(C(NC(NC1=O)=O)=O)1CC,-0.13
779,CC(C)(NCC(COC1=CC=CC(N2)=C1CCC2=O)O)C,-0.4
780,ClC1=CC=CC(Cl)=C1/N=C2NCCN\2,0.11
781,COC(C1C(OC(C3=CC=CC=C3)=O)CC2CCC1N2C)=O,0.6
782,CN1C(C2=CN=CC=C2)CCC1=O,-0.34
783,ClC5=CC=C4N(C([NH]C4=C5)=O)C3CCN(CC3)CCCN1C([NH]C2=CC=CC=C12)=O,-0.92
784,O=N(C1=NC=CN1CC(COCF)O)=O,-0.01
785,CC(C(CCC(C1CCC(C2C(C=C5C3CC(CCC(CCC45C)3C)(C(O)=O)C)=O)4C)2C)O)1C,-1.39
786,IC1=CC(C(CCCN4CCC2(CC4)C(N(CN2C3=CC=CC=C3)C)=O)=O)=CS1,-0.25
787,CN(CC3=CC=C(O3)CSCC[NH]C1=NC(C(CC2=CN=C(C)C=C2)=C[NH]1)=O)C,-1.06
788,CCC#CC(C(C(NC(N(C1=O)C)=O)=O)1CC=C)C,-0.06
789,CON1C=C(C(C3=C1C=C2OCOC2=C3)=O)C(O)=O,-0.92
790,CCN1C=C(C(C2=C1N=C(C)C=C2)=O)C(O)=O,-0.65
791,CN1CCN(C3=NC2=CC=CC=C2NC4=C3C=C(C)S4)CC1,0.78
792,CCCC(C(C(NC(NC1=O)=O)=O)1CC)C,0.14
793,OC(C1=CC=C(C2=CC=CC=C2)C=C1)=O,-1.26
794,CCC1=CC=CC2=C1[NH]C3=C2CCOC(CC([OH])=O)3CC,-1.42
795,NC(SCCF)=N,-0.27
796,CC(C)(NC(C2CC1CCCCC1CN2CC(C(NC(C(NC(C4=NC5=C(C=CC=C5)C=C4)=O)CC(N)=O)=O)CC3=CC=CC=C3)O)=O)C,-1.03
797,BrC1=CC=CN=C1CSCC[NH]C2=C(N(=O)=O)C=C[NH]2,-0.67
798,[NH2]/C([NH2])=N\C1=NC(C2=CC=CC=C2)=CS1,-0.18
799,N/C(N)=N\C1=NC(C2=CC=CC(N)=C2)=CS1,-1.15
800,CC([NH]C1=CC=CC(C2=CSC(/N=C(N)\N)=N2)=C1)=O,-1.57
801,C[NH]/C([NH]C1=CC(C2=CSC(/N=C(N)/N)=N2)=CC=C1)=N/C#N,-1.54
802,CN(CC2=CC=C(O2)CSCC[NH]C1=C(N(=O)=O)C=C[NH]1)C,-1.12
803,CN(CC3=CC=C(O3)CSCC[NH]C1=C(N(=O)=O)C(CC2=CC=CC=C2)=C[NH]1)C,-0.73
804,CN(CC1=CC=C(C2=CC([NH]C3=C(N(=O)=O)C=C[NH]3)=CC=C2)O1)C,-0.27
805,CN(CC1=CC=NC(C2=CC([NH]C3=C(N(=O)=O)C=C[NH]3)=CC=C2)=C1)C,-0.28
806,CC([NH]CCCOC1=CC(CN2CCCCC2)=CC=C1)=O,-0.46
807,C1(NCCCOC2=CC(CN3CCCCC3)=CC=C2)=CC=CC=N1,0.69
808,CC2=CN(C([NH]C2=O)=O)C1OC(C=C1)CO,-0.48
809,CN1C=NC(N(C([NH]2)=O)C)=C1C2=O,-0.3
810,CN2C(N(C1=C(C2=O)NC=N1)C)=O,-0.34
811,CCCC(C(C(NC(NC1=O)=S)=O)1CC)C,-0.14
812,CN/C(NCCSCC1=CSC(/N=C(N)/N)=N1)=N/C#N,-0.82
813,CC2=CN(C(NC2=O)=O)C1CC(C(O1)CO)N=N#N,-0.72
814,O=N(C(C=CN2)=C2NCCSCC1=NC=CC=C1)=O,-0.666
815,N/C(N)=N/C1=NC(C2=CC=CC=C2)=CS1,-0.18
816,N/C(N)=N/C1=NC(C2=CC(NC(C)=O)=CC=C2)=CS1,-1.577
817,N/C(N)=N\C1=NC(C2=CC(N/C(NC)=N/C#N)=CC=C2)=CS1,-1.54
818,CN(CC1=CC=C(SCCNC2=C(C=CN2)N(=O)=O)O1)C,-1.12
819,CN(CC1=CC=C(SCCNC2=C(C(CC3=CC=CC=C3)=CN2)N(=O)=O)O1)C,-0.73
820,CN(CC1=CC=C(C2=CC=CC(NC3=C(C=CN3)N(=O)=O)=C2)O1)C,-0.27
821,O=C(C)NCCCOC1=CC(CN2CCCCC2)=CC=C1,-0.46
822,N1(CC2=CC=CC(OCCCNC3=NC=CC=C3)=C2)CCCCC1,0.69
823,N12C3=C(C(C4=CC=CC=C4)=NC(O)C1=NN=C2C)C=C(Cl)C=C3,-1.48
824,C1=CC=CC(CSCCNC2=C(N(=O)=O)C=CN2)=N1,-0.66
825,C1=CC=CC(C2=CSC(N=C(N)N)=N2)=C1,-0.18
826,C1(NC(=O)C)=CC=CC(C2=CSC(N=C(N)N)=N2)=C1,-1.57
827,C1=CC(N(=O)=O)=C(NCCSCC2OC(CN(C)C)=CC=2)N1,-1.12
828,C3=C(NC2NC=CC=2N(=O)=O)C=CC=C3C1=CC=C(N(C)C)O1,-0.27
829,C1=CC(CN(C)C)=CC(C2=CC=CC(NC3NC=CC3N(=O)=O)=C2)=N1,-0.28
830,C3=CC=C(OCCCNC2C=CC=CN=2)C=C3CN1CCCCC1,0.69
831,C1(N)=CC=CC(C2=CSC(N=C(N)N)=N2)=C1,-1.15
832,C1(NC(NC)=NC#N)=CC=CC(C2=CSC(N=C(N)N)=N2)=C1,-1.54
833,C1(CC2=CNC(NCCSCC3OC(CN(C)C)=CC=3)=C2N(=O)=O)=CC=CC=C1,-0.73
834,N(C#N)=C(NCCSCC1N=CNC=1C)NC,-1.42
835,C1CNC(=NC2=C(Cl)C=CC=C2Cl)N1,0.11
836,C(C)O,-0.16
837,C1C=NC(CCCCNC2=NC(=O)C(CC3C=CC(C)=NC=3)=CN2)=C(OC)C=1,-2.0
838,C1(=O)C(CC3=CN=C(C)C=C3)=CNC(NCCSCC2=CC=C(CN(C)C)O2)=N1,-1.06
839,C1(CN(C)C)=CC=C(CSCCNC(NC)=CN(=O)=O)O1,-1.23
840,C4C=CC2C(C=4)=CC=C(CC1C(=O)N=C(NCCSCC3=CC=C(CN(C)C)O3)NC=1)C=2,-1.3
841,C3(C)=CC(Br)=CN=C3CCCCNC1NC=C(CC2C=NC(C)=CC=2)C(=O)N=1,-1.88
842,C12=C(C(=O)NC(=O)N1C)N(C)C=N2,-0.28
843,C12=C(C(=O)N(C)C(=O)N1C)NC=N2,-0.29
844,CNC(=NC#N)NCCSCC1N=C(N=C(N)N)SC=1,-0.82
845,c1(CSCCNC(NC)=NC#N)nc[nH]c1C,-1.42
846,C(NC2=NC(C(Cc3cnc(C)cc3)=CN2)=O)CCCc1c(OC)cccn1,-2.0
847,c1cc2c(ccc(CC3=CNC(NCCSCc4ccc(CN(C)C)o4)=NC3=O)c2)cc1,-1.3
848,c1nc(N(CCN(C)C)Cc2ccc(OC)cc2)ccc1,0.49
849,N1C(C(C(C)CCC)(CC)C(NC1=O)=O)=O,0.12
850,BrC1=CC=C(N4C3(C(N(C)C4)=O)CCN(CC3)CCCC(C2=CC=C(F)C=C2)=O)C=C1,-0.55
851,CCCN3CN(C4=CC=C(Br)C=C4)C2(C3=O)CCN(CC2)CCCC(C1=CC=C(C=C1)F)=O,-0.01
852,Cc1c(C(=O)N2CCC(N3CCC(F)(F)CC3)CC2)cnn1-c1nn2cccc2c(=O)[nH]1,1.7
853,CN1CC[C@H]([C@@H](O)C1)c2c(O)cc(O)c3C(=O)C=C(Oc23)c4ccccc4Cl,1.64
854,FC(F)(F)c1cc(Nc2ccncc2)nc(NCc2ccc3c(c2)OCO3)n1,1.6
855,CC1CN(CCCCNC(=O)C(C)(C)C)CCN1c1ccc(Cl)cc1,1.6
856,CCn1c(-c2nonc2N)nc2c(-c3ccc[nH]3)ncc(OCCCN)c21,1.53
857,CCN1CCN(Cc2ccc(-c3cc4c(N[C@H](C)c5ccccc5)ncnc4[nH]3)cc2)CC1,1.51
858,Nc1nccn2c(C3CCC3)nc(-c3ccc4ncccc4c3)c12,1.5
859,C[C@@H](O[C@@H]1OCCN(CC2=NC(=O)NN2)[C@@H]1c3ccc(F)cc3)c4cc(cc(c4)C(F)(F)F)C(F)(F)F,1.48
860,O=C(Nc1ccc(N2C(=O)c3cccc(Cl)c3C2=O)c(Cl)c1)c1ncccc1Cl,1.44
861,O=C(CO)N1CCC(c2n[nH]c(-c3ccc(Cl)cc3)c2-c2ccncn2)CC1,1.4
862,NC(=O)C(Cc1ccccc1)NC(=O)c1ccc(-c2cccs2)nc1,1.4
863,CC#Cc1cncc(-c2ccc3c(c2)[C@@]2(N=C(C)C(N)=N2)[C@]2(CC[C@H](OC)CC2)C3)c1,1.38
864,Cn1nc(-c2cccc(CN[C@@H]3CCc4ccc(O)cc43)c2)c2cnc(NCCCN3CCCC3)nc21,1.38
865,CCCCCCN(CCCCCC)C(=O)Cc1c([nH]c2ccccc12)c3ccc(F)cc3,1.38
866,Fc1ccc(-c2ccc3c(c2)[nH]c2ccncc23)cn1,1.38
867,COCCN1CCN(c2ccc(Nc3ncc4ccn(C5CCCCC5)c4n3)cc2)CC1,1.38
868,Cc1cc(C23c4ccccc4C(=O)N2CCN3C(=O)c2ccc(F)c(F)c2)ccc1Cl,1.3
869,C[C@]1(c2nc3cccc(C(N)=O)c3[nH]2)CCCN1,1.26
870,CN1C2CCC1CC(OC(c1ccc(F)cc1)c1ccc(F)cc1)C2.Cl,1.26
871,C[C@@](O)(C(=O)N1CCN(c2cc([N+](=O)[O-])ccn2)CC1)C(F)(F)F,-0.12
872,[Cl-].COC(=O)C([NH3+])Cc1ccc(Cl)cc1,-0.3
873,CN1CC(=O)N=C1NC(=O)Nc2cccc(Cl)c2,-0.53
874,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCN(C(=O)C2CC2)CC1,-0.72
875,CN1C(=O)[C@@H](NC(=O)c2n[nH]c(Cc3ccccc3)n2)COc2ccccc21,1.2
876,Cc1nc(Nc2sc(cn2)C(=O)Nc3c(C)cccc3Cl)cc(n1)N4CCN(CCO)CC4,1.15
877,O=C(Cn1cnc2ccccc2c1=O)c1ccc(Br)cc1,1.14
878,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(c3)C(F)(F)F)cc2)ccn1,-0.37
879,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(c3)C(F)(F)F)cc2)ccn1.Cc4ccc(cc4)[S](O)(=O)=O,1.13
880,COc1cc2c(cc1OCCCN3CCCCC3)ncnc2N4CCN(CC4)C(=O)Nc5ccc(OC(C)C)cc5,1.13
881,CCNC(=O)NC[C@H]1CC[C@H]2CC[C@@H](C(=O)NC(c3ccccc3)c3ccccc3)N2C(=O)[C@H]1NC(=O)[C@@H](N)CC.Cl,1.11
882,COc1cc2c(Oc3ccc4[nH]c(C)cc4c3F)ncnc2cc1OCCCN1CCCC1,1.11
883,Cc1nc(-c2cnn(C)c2-c2ccc(C(F)(F)F)cn2)c2c(C3CCC3)ncnn12,1.11
884,Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O,1.1
885,CO[C@@H]1C[C@@H](CC[C@H]1OCCO)C[C@@H](C)[C@@H]2CC(=O)[C@H](C)\C=C(C)/[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\C=C\C=C/C=C(C)/[C@H](C[C@@H]3CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N4CCCC[C@H]4C(=O)O2)OC,1.1
886,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](O)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C,-0.27
887,ONC(=O)CCCCCCC(=O)Nc1ccccc1,1.08
888,CCN(CC)CCNC(=O)c1c(C)[nH]c(\C=C2/C(=O)Nc3ccc(F)cc23)c1C,-0.67
889,COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCC4CCN(C)CC4,1.07
890,C[C@@H](C(O)=O)c1ccc(c(F)c1)c2ccccc2,1.06
891,[Cl-].CC[NH+](CCCl)Cc1ccccc1Br,0.16
892,Fc1ccc(SC2=NN3C=NC(=O)C(=C3C=C2)c4c(Cl)cccc4Cl)c(F)c1,1.06
893,CN(C(=O)Cc1ccc(Cl)c(Cl)c1)[C@@H]1CCCC[C@H]1N1CCCC1,1.06
894,Cn1cc(c2ccccc12)C3=C(C(=O)NC3=O)c4cn(C5CCN(CC5)Cc6ccccn6)c7ccccc47,-0.65
895,COc1cccc2c1C=[N+](c1ccc(C)cc1)CC2.[Br-],1.06
896,COC[C@@H](NC(=O)N1CC(=O)Nc2cc(OC)cnc21)c1ccc(OC(F)(F)F)c(F)c1,1.06
897,CCOC(OCC)[P](O)(=O)CCCN,1.06
