,index,logBB,Ref
612,Brc1c(C(N(CCC2)C2C3=C(C(OC(C)(C)C)=O)N=CN34)=O)c4ccc1,-0.09,1
613,Clc1ccc2c(C(c3c(F)cccc3)=NCC4=CN=C(CO)N24)c1,-0.07,1
614,CC[C@H](C)C(O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(O3)=O)[C@@]12[H])=O,-0.07,1
615,CN1C(NC(C(C(C)CCCC)(CC=C)C1=O)=O)=O,-0.06,1
616,CO[C@@H](C(N1C(C=CC(C)=C2)=C2N=C1C(C)(O)C)CC3)CN3CC4CC5=CC=C(C#N)C=C5C4,-0.05,1
617,CC1=CC=CC(C)=C1NC2=NC=C(C3=CC=CC(OCCN4CCCC4)=C3)N5C=NC=C52,-0.05,1
618,ClC1=CC(CN2C(C)=CC(NC(C3=CC=C(CNCC)C=C3)=O)=N2)=C(OCC(C)C)C=C1,-0.05,1
619,O=C1CC(CC)(C)C(N1)=O,-0.05,1
620,O=C(C1=C2C=CC=C1)N(C3CCC(NC3=O)=O)C2=O,-0.05,1
621,CC1=CSC(N=C(N)N)=N1,-0.04,1
622,OC1=CC(OCO2)=C2C=C1,-0.04,1
623,O=C1NC(CCCN2CCC(C3=CC=CC=C3)CC2)=NC4=C(Cl)C=CC=C41,-0.03,1
624,OCCCOc1cccc(CN2CCCCC2)c1,-0.02,1
625,O=C1N(C)C2=C(N(C)C=N2)C(N1C)=O,-0.02,1
626,O=C(N1CCC(CNc2ncccc2)CC1)OCc3ccccc3,-0.02,1
627,COC1=CC(C=C(C(N2CCN(C3=NC=CC=C3NCC)CC2)=O)N4)=C4C=C1,-0.01,1
628,CC1=CC(F)=CC=C1C2CC(N3CCN(C(C)=O)CC3)CCN2C(N(C)C(C)C4=CC(C(F)(F)F)=CC(C(F)(F)F)=C4)=O,-0.01,1
629,CCC(C)(C)C(O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(O3)=O)[C@@]12[H])=O,-0.01,1
630,COc1cc([C@@](CCCC2)(CC3)[C@@]2([H])[C@@H](N3C)C4)c4cc1,0.02,1
631,CC1=NN=C2CN=C(c3ccccc3)c4cc(Cl)ccc4N21,0.04,1
632,O=C1NCC(CCC(C)C)(CC)C(N1)=O,0.04,1
633,CCN(CCOC(c1ccc(N)cc1)=O)CC,0.05,1
634,CN1c2ccc([N+]([O-])=O)cc2C(c3c(F)cccc3)=NCC1=O,0.06,1
635,O=C1C2C(N=CN2C)NC(N1C)=O,0.06,1
636,N#CC1=NC(NCC2CCC3(CCC3)CC2)=C(C(NC)=O)C(OCC4CCN(C(C)C)CC4)=N1,0.08,1
637,ClC(Cl)(Cl)CF,0.08,1
638,Oc1cc(OCCCCOc2ccc(CCC(O)=O)c(OCC)c2)ccc1C(CC(C)C)=O,0.08,1
639,CNC(Oc1cc2c(N(C3N(CCC32C)C)C)cc1)=O,0.08,1
640,ClC1=C(N)C=C(OC)C(C(CCCN(CC)CC)=O)=C1,0.09,1
641,CN1CCCCC1CCN2c3cc(SC)ccc3Sc4ccccc24,0.09,1
642,CC(NCC(COc1cc(C)ccc1)O)C,0.09,1
643,CN(Cc(ccc1)c2c1cccc2)C/C=C/C#CC(C)(C)C,0.1,1
644,CN(C(N1)=O)CC(C)(C2=CCCCC2)C1=O,0.1,1
645,CC1=NC2=C(C=C1)C(OCCN3CCC(CC4=CC=C(OCC(N5C)=O)C5=C4)CC3)=CC=C2,0.11,1
646,O=C(CC1)[C@@]2([H])[C@]([C@]1(O)[C@H](N3C)C4)(CC3)c5c4ccc(OC)c5O2,0.11,1
647,O=C(NC(C1(CC)C(CCC)C)=O)NC1=O,0.12,1
648,O=C(N1CCC(CNc2ccncc2)CC1)OCc3ccccc3,0.13,1
649,N1(Cc2cccc(OCCCNC3=Nc4ccccc4S3)c2)CCCCC1,0.14,1
650,NC1=CC=C(C(NCCN(CC)CC)=O)C=C1Cl,0.14,1
651,ClC1=CC(CN2C(C)=CC(C(NC3=CC=C(CNC)C=C3)=O)=N2)=C(OCC4=CC=CC=C4)C=C1,0.15,1
652,O=C1CCCN1CCCCN(CC2)CCN2c3cc(C(F)(F)F)ccn3,0.16,1
653,Cc1c(N2CCN(c3ncccn3)CC2)nnc(c4ccccc4)c1,0.18,1
654,O=S(c1ccc(C2=C3C=CC=NN3N=C2c4ccc(OCC)cc4)cc1)(C)=O,0.18,1
655,O=S1(c2ccccc2C(N1CCCCN[C@H]3CCc4ccccc4O3)=O)=O,0.18,1
656,CN1CCCCC1CCN2c3cc(S(C)(=O)=O)ccc3Sc4ccccc24,0.18,1
657,O=C1CC2(CCCC2)CC(N1CCCCN(CC3)CCN3c4ncccn4)=O,0.2,1
658,Clc1ccc(Nc2nnc(Cc3ccncc3)c4ccccc24)cc1,0.2,1
659,N1(Cc2cccc(OCCCNC3=Nc4ccccc4O3)c2)CCCCC1,0.22,1
660,CC(C=CC=C1C)=C1NC(C2=CN=CN23)=NC=C3C(C=C4)=CC=C4OCCN5CCCC5,0.23,1
661,c1(ccc2ccc3)c4c2c3ccc4ccc1,0.23,1
662,COC(C=C1)=C(CNC2CCCNC2C3=CC=CC=C3)C=C1N4C(C(F)(F)F)=NN=N4,0.24,1
663,O=C(N1)Cc2c1cccc2CCN(CCC)CCC,0.25,1
664,Fc1ccc(C(CCCN2CCC3(N(c4ccccc4)CNC3=O)CC2)=O)cc1,0.26,1
665,Nc1c2c(NC(C)C(c3ccccc3)=N2)cc(CC(OCC)=O)n1,0.27,1
666,ClC1=CC(CN2C(C)=CC(NC(C3=CC=C(CN4CCCC4)C=C3)=O)=N2)=C(OCC(C)C)C=C1,0.3,1
667,O=C1CN=C(c2ccccc2)c3cc(Cl)ccc3N1C,0.3,1
668,CC1=CN(C=N1)C2=CC=CC(NC3=NC=NC4=C3CCC5=CC=CC=C54)=C2,0.3,1
669,Cc1c(NCCN2CCOCC2)nnc(c3ccccc3)c1,0.3,1
670,CN1CCN(C2=Nc3c(NC4=C2C=C(C)S4)cccc3)CC1,0.3,1
671,CCC(NC(c(c(C)c(c1ccccc1)n2)c3c2cccc3)=O)c4ccccc4,0.3,1
672,NC1=NC2=C(S1)C=C(OC(F)(F)F)C=C2,0.3,1
673,OC1c2ccccc2CNC1,0.32,1
674,[H][C@]1([C@H](N2C)C3)[C@@]4(CC2)C5=C3C=CC(OC)=C5O[C@@]4([H])C(CC1)=O,0.32,1
675,CCN(CC(Nc1c(C)cccc1C)=O)CC,0.34,1
677,O=C1CC(N(C)c2ccc(Cl)cc2N1c3ccccc3)=O,0.35,1
678,CC1=NC(N2N=C(C(F)(F)F)C=C2)=C3C(N(C4=CC=C(Cl)C=C4Cl)CC3)=N1,0.36,1
679,O=C1NC(C2=CC(N3CCC(C4=CC=CC=C4)CC3)CC2)=NC5=C(Cl)C=CC=C51,0.36,1
680,Nc1nc(N)c(c2cccc(Cl)c2Cl)nn1,0.36,1
681,CC1=NC=C2N1c3ccc(Cl)cc3C(c4c(F)cccc4)=NC2,0.36,1
682,CN(c1ccc(OC)cc1)CC2=Nc3c(N)nc(NC(OCC)=O)cc3NC2,0.36,1
683,N#CC1=NC(NCC2CCC3(CCC3)CC2)=C(C(NC)=O)C(OCC4CCN(C)CC4)=N1,0.37,1
685,CCC(N(c1ccccc1)C2CCN(CCc3ccccc3)CC2)=O,0.38,1
686,[H]C12c3cc(Cl)ccc3Oc4ccccc4C1([H])CNCC2,0.39,1
687,O=C1CCC2=C(CC(C)C3C2CCC4C3CCC4(O)C#C)C1,0.4,1
688,OC1N=C(c2c(NC1=O)ccc(Cl)c2)c3c(Cl)cccc3,0.41,1
689,COc2cc(OC)ccc2C=C1CCCN=C1c3cnccc3,0.42,1
690,N1(Cc2cccc(OCCCNC3=NC=CS3)c2)CCCCC1,0.44,1
691,ClC1=NC=C(NC(C2=CC=C(F)C(F)=C2)=O)C=C1,0.44,1
692,N1(C2(c3ccccc3)CCCCC2)CCCCC1,0.44,1
693,O=C(CC)OC([C@H](C)CN(C)C)(C1=CC=CC=C1)CC2=CC=CC=C2,0.46,1
694,O=S(N1C=CC(C1=CC=C2Cl)=C2N3CCNCC3)(C4=CC(Cl)=CC=C4)=O,0.48,1
695,CCC(N(C(c(c1)nc(c2c(Cl)cccc2)c3c1cccc3)=O)C)C,0.48,1
696,CC(c1c(O)c(C(C)C)ccc1)C,0.48,1
697,CC(N1CCC(c2ccccc2)(c3ccccc3)CC1)(C)C,0.49,1
698,COc1ccc(CN(c2ncccc2)CCN(C)C)cc1,0.49,1
699,ClC1=CC=C(C2=C(N)N=C(N)N=C2CC)C=C1,0.49,1
700,O=C1CN=C(c2ccccc2)c3cc(Cl)ccc3N1,0.5,1
701,OC12c3ccccc3Oc4c(C)cccc4C1([H])CNCC2,0.52,1
702,FC(C=C1)=CC=C1[C@H]2C(COC3=CC=C(OCO4)C4=C3)CNCC2,0.52,1
703,CN1CCN2c3ncccc3Cc4ccccc4C2C1,0.53,1
704,COc1c(O2)c([C@]([C@@H]2[C@@H](O)C=C3)(CCN4C)[C@]3([H])[C@H]4C5)c5cc1,0.55,1
705,c12ccccc1CNCC2,0.56,1
706,O=C(c1c2ccccc2ncc1)N[C@@H]3CC[C@@H](CCN(C4)CCc5c4ccc(C#N)c5)CC3,0.56,1
707,CC(C=CN1CCCCN2CCN(C3=CC(C(F)(F)F)=NC(C(C)(C)C)=N3)CC2)=CC1=O,0.57,1
708,C[C@@H](N(C)CC#C)CC1=CC=CC=C1,0.57,1
709,Clc1ccc(C(N2CCN(CCOCCO)CC2)c3ccccc3)cc1,0.58,1
710,c1(N2CCNCC2)ncccn1,0.6,1
711,O=C1CCC2=C(C=CC=C2)N1CCCN3CCC(CCCC)CC3,0.6,1
712,COC(C1C(OC(c2ccccc2)=O)CC3CCC1N3C)=O,0.6,1
713,CN(CC1)CCN1C2=NC(C=C(Cl)C=C3)=C3NC4=C2C=CC=C4,0.61,1
714,Clc1ccc(N2)c(C(C)=NC(O)C2=O)c1,0.61,1
715,COc1c(OC2CCCC2)cc(C3CNC(C3)=O)cc1,0.61,1
716,COC1=CC=C(C(CN(C)C)C2(O)CCCCC2)C=C1,0.62,1
717,OC(c(cc(C(F)(F)F)n1)c2c1c(C(F)(F)F)ccc2)C3CCCCN3,0.63,1
718,CN(CCOC(c1ccccc1)(c2ncccc2)C)C,0.64,1
719,OC(CNC(C)C)COc1cccc2ccccc21,0.64,1
720,ClC1=CC(C2=C(N)N=C(N)N=C2CC)=CC=C1Cl,0.65,1
721,COc1c(OC)cc(C(C(CC2CCN(Cc3ccccc3)CC2)C4)=O)c4c1,0.69,1
722,N#CC1=NC(NCC2CCC3(CCC3)CC2)=C(C(NC)=O)C(OCCO)=N1,0.7,1
723,CN(C)CCCC(OC1)(C2=CC=C(F)C=C2)C3=C1C=C(C#N)C=C3,0.71,1
724,CC1=NC=C2N1c3ccc(Cl)cc3C(c4c(Cl)cccc4)=NC2,0.74,1
725,CSc1cc(N(CCC2CCCCN2)c3ccccc3S4)c4cc1,0.75,1
726,COCCCC/C(C1=CC=C(C(F)(F)F)C=C1)=N\OCCN,0.79,1
727,ClC1=CC(C2=C(N)N=C(N)N=C2C)=CC=C1Cl,0.81,1
728,CN1CCC2(O)c3ccccc3Oc4c(C)cccc4C2([H])C1,0.82,1
729,ClC1=CC=C(NN=C2NC3CCN(CC4=CC=C(OCO5)C5=C4)CC3)C2=C1,0.83,1
730,CC1CCN(CCCC(c2ccc(F)cc2)=O)CC1,0.83,1
731,CN(CCC=C1c2c(CCc3c1cccc3)cccc2)C,0.89,1
733,CNC(Cc1ccccc1)C,0.9,1
734,Oc1c(C(C)(C)C)cc(CN2CCN(CC(O)c3ccc(Cl)cc3)CC2)cc1C(C)(C)C,0.91,1
736,CNCCCN1c2ccccc2Sc3ccc(Cl)cc13,0.97,1
737,CN1CCN2c3ccccc3Cc4ccccc4C2C1,0.99,1
738,O=S(C1=CC=C(C#N)C=C1)(C2CCN(CCC3=CC=C(F)C=C3F)CC2)=O,1.0,1
739,CN1CCC2(O)c3ccccc3Oc4ccc(Cl)cc4C2([H])C1,1.03,1
741,O=C(N1)[C@](c2cc(Cl)ccc2OC)(F)c3c1cc(C(F)(F)F)cc3,1.04,1
742,CNCC/C=C1C2=C(C=CC=C2)CCC3=C/1C=CC=C3,1.04,1
743,CN(C)CC/C=C1C2=C(C=CC=C2)C=CC3=C/1C=CC=C3,1.06,1
744,NCCCN1c2ccccc2CCc3ccccc31,1.06,1
745,CN(C)CCCN1c2ccccc2CCc3ccccc31,1.06,1
746,CNCCC(c1ccccc1)Oc2ccc(C(F)(F)F)cc2,1.07,1
747,COC(C(C1=CC=CC=C1)C2CCCCN2)=O,1.08,1
748,CC1C2Cc3c(C1(CCN2CC=C(C)C)C)cc(O)cc3,1.16,1
749,CNCCCN1c2ccccc2CCc3ccccc31,1.2,1
750,CN(CCOC(c1ccccc1)c2ccccc2)C,1.26,1
751,Clc1ccc(C2(O)CCN(CCCC(c3ccc(F)cc3)=O)CC2)cc1,1.27,1
752,Clc1cccc2c1N(CCCNC)c3ccccc3S2,1.37,1
753,Brc1ccc(C2(O)CCN(CCCC(c3ccc(F)cc3)=O)CC2)cc1,1.38,1
754,ClC(C=C1)=C(Cl)C=C1[C@H]2C3=C(C=CC=C3)[C@@H](NC)CC2,1.38,1
755,FC(F)(F)c1ccc2c(N(CCCN3CCN(C)CC3)c4ccccc4S2)c1,1.44,1
756,OCCN(CC1)CCN1CCCN2c3ccccc3Sc4c2cc(C(F)(F)F)cc4,1.51,1
757,Clc1c(C(F)(F)F)ccc(N2CCNCC2)n1,1.64,1
758,OC(C1CCN(CCCC(O)C2=CC=C(C(C)(C)C)C=C2)CC1)(C3=CC=CC=C3)C4=CC=CC=C4,1.65,1
759,C(CCl)Cl,-0.14,1
761,C1=CC=CC=C1,0.35,1
762,CCCCO,-0.02,1
764,C1=CC=C(C(=C1)C(=O)O)O,-1.11,1
766,CN1C(CCC1=O)C2=CN=CC=C2,-0.22,1
767,C1CC(NC1)C2=CN=CC=C2,0.32,1
768,CC(C(=O)C1=CC(=CC=C1)Cl)NC(C)(C)C,1.4,1
770,CN1CCCC1C2=CN=CC=C2,0.38,1
771,N#N,0.03,1
773,O,-0.04,1
774,CC1=CC=CC=C1,0.36,1
775,C(=O)(N)N,-0.14,1
776,CC(CC1=CC=CC=C1)NC,0.95,1
777,CCC(C)N(C)C(=O)C1=CC2=CC=CC=C2C(=N1)C3=CC=CC=C3Cl,0.48,1
778,C1=CC=C(C=C1)C2(C(=O)NC(=O)N2)C3=CC=CC=C3,-0.05,1
779,C1CCC2=NC3=CC=CC=C3C(=C2C1)N,-0.12,1
780,CCCC(=O)NC1=CC(=C(C=C1)OCC(CNC(C)C)O)C(=O)C,-0.15,1
781,CC(=O)NC1=CC=C(C=C1)O,-0.37,1
782,C1=NC2=C(N1COCCO)NC(=NC2=O)N,-0.84,1
783,CC(C)(C)NCC(C1=CC(=C(C=C1)O)CO)O,-1.14,1
784,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4,0.02,1
785,CC(C)NCC(COC1=CC=CC=C1CC=C)O,-0.23,1
786,CN1C2=C(C(=O)N(C1=O)C)NC=N2,-0.32,1
787,CN(C)CCC=C1C2=CC=CC=C2CCC3=CC=CC=C31,0.9,1
788,CCC1(C(=O)NC(=O)NC1=O)CCC(C)C,0.11,1
789,CC1=CC(=O)N(N1C)C2=CC=CC=C2,-0.11,1
790,CC(=O)OC1=CC=CC=C1C(=O)O,-0.61,1
791,CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O,-1.14,1
792,CCC1(C(=O)NC(=O)NC1=O)CC,-0.14,1
793,CCOC(=O)C1=CC=C(C=C1)N,0.27,1
794,CNCCC1=CC=CC=N1,-0.34,1
795,CC(C)NCC(COC1=CC=C(C=C1)CCOCC2CC2)O,0.39,1
796,C1CCN(CC1)CCC(C2CC3CC2C=C3)(C4=CC=CC=C4)O ,0.85,1
797,CC(C)CC1C(=O)N2CCCC2C3(N1C(=O)C(O3)(C(C)C)NC(=O)C4CN(C5CC6=C(NC7=CC=CC(=C67)C5=C4)Br)C)O,-1.1,1
798,C1CN(CCC1(C2=CC=C(C=C2)Br)O)CCCC(=O)C3=CC=C(C=C3)F,1.38,1
799,CC(C)(C)NCC(COC1=CC=CC=C1C#N)O,0.38,1
800,C1CCC2(C1)CC(=O)N(C(=O)C2)CCCCN3CCN(CC3)C4=NC=CC=N4,0.49,1
801,CCCCOC(=O)C1=CC=C(C=C1)N,0.42,1
802,CN1C=NC2=C1C(=O)N(C(=O)N2C)C,-0.04,1
803,CC(C)C(CCCN(C)CCC1=CC(=C(C=C1)OC)OC)(C#N)C2=CC(=C(C=C2)OC)OC,-0.64,1
804,C1=CC=C2C(=C1)C=CC3=CC=CC=C3N2C(=O)N,-0.04,1
805,C(CCl)NC(=O)N(CCCl)N=O,-0.52,1
806,CC(C)(C)NCC(COC1=CC=CC2=C1CCC(=O)N2)O,0.01,1
807,C1CN(CCN1CCOCC(=O)O)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl,-2.15,1
808,C1=CC(=CC=C1CCCC(=O)O)N(CCCl)CCCl,-1.7,1
809,CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)Cl,1.02,1
810,CC1=C(N=CN1)CSCCNC(=NC)NC#N,-1.06,1
811,CN1C(=O)CC(=O)N(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3,0.36,1
812,C1CN=C(N1)NC2=C(C=CC=C2Cl)Cl,0.12,1
813,CNCCCN1C2=CC=CC=C2CCC3=CC=CC=C31,1.08,1
814,C1C(=O)NC2=C(C=C(C=C2)Cl)C(=N1)C3=CC=CC=C3,0.52,1
815,CC(CC1=CC=CC=C1)N,0.93,1
816,CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3,0.47,1
817,C1CC(OC1CO)N2C=NC3=C2NC=NC3=O,-1.3,1
818,CN(C)CCOC(C1=CC=CC=C1)C2=CC=CC=C2,1.26,1
819,CCCC(CCC)C(=O)O,-0.41,1
820,C1CN(CCC1N2C3=C(C=C(C=C3)Cl)NC2=O)CCCN4C5=CC=CC=C5NC4=O,-0.85,1
821,COC1=C(C=C2C(=C1)CC(C2=O)CC3CCN(CC3)CC4=CC=CC=C4)OC,0.89,1
822,CC(C1=CC=CC=C1)(C2=CC=CC=N2)OCCN(C)C,0.64,1
823,C(C(OC(F)F)(F)F)(F)Cl,0.22,1
824,CC1(C2CCC3(C(C2(CCC1O)C)C(=O)C=C4C3(CCC5(C4CC(CC5)(C)C(=O)O)C)C)C)C,-1.4,1
825,CCOC1=CC=CC=C1C(=O)N,-0.05,1
826,CCC1=CC=CC2=C1NC3=C2CCOC3(CC)CC(=O)O,-1.42,1
827,CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3,0.59,1
828,CC(C)(C1=CC=C(C=C1)C(CCCN2CCC(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)O)C(=O)O,-0.98,1
829,C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F)CCO,1.51,1
830,CCOC(=O)C1=C2CN(C(=O)C3=C(N2C=N1)C=CC(=C3)F)C,-0.29,1
831,CN1C(=O)CN=C(C2=C1C=CC(=C2)[N+](=O)[O-])C3=CC=CC=C3F,0.07,1
832,CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F,0.72,1
833,C1=CC(=C(C=C1O)C(=O)O)O,0.09,1
834,CN1C2CCCC1CC(C2)NC(=O)C3=NN(C4=CC=CC=C43)C,-0.69,1
835,C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CCCC(=O)C3=CC=C(C=C3)F,1.33,1
836,C(C(F)(F)F)(Cl)Br,0.32,1
837,CC1(C(=O)NC(=O)N(C1=O)C)C2=CCCCC2,0.03,1
838,C1CN(CCN1CCOCCO)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl,0.36,1
839,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,-0.18,1
840,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,0.34,1
841,CN(C)CCCN1C2=CC=CC=C2CCC3=CC=CC=C31,0.98,1
842,CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)O,-1.26,1
843,C(C(F)(F)F)(OC(F)F)Cl,0.37,1
844,C1=CC(=C(C(=C1)Cl)Cl)C2=C(N=C(N=N2)N)N,0.29,1
845,CN(C)C(=O)C(CCN1CCC(CC1)(C2=CC=C(C=C2)Cl)O)(C3=CC=CC=C3)C4=CC=CC=C4,0.77,1
846,C1=CC=C(C(=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)O)Cl,0.44,1
847,C1CCNC(C1)C(C2=CC(=NC3=C2C=CC=C3C(F)(F)F)C(F)(F)F)O,0.63,1
848,CN1CCCCC1CCN2C3=CC=CC=C3SC4=C2C=C(C=C4)S(=O)C,-0.28,1
849,CN(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O,-1.51,1
850,COC(C(Cl)Cl)(F)F,0.23,1
851,CC(C)NCC(COC1=CC=C(C=C1)CCOC)O,1.15,1
852,CN1CCN2C(C1)C3=CC=CC=C3CC4=CC=CC=C42,0.99,1
853,CC1=NC=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4F,0.37,1
854,CN1CCN2C(C1)C3=CC=CC=C3CC4=C2N=CC=C4,0.53,1
855,CCN1C=C(C(=O)C2=C1N=C(C=C2)C)C(=O)O,-0.66,1
856,CC1=C2C(=NC=C1)N(C3=C(C=CC=N3)C(=O)N2)C4CC4,0.0,1
857,CC1=CC2=C(NC3=CC=CC=C3N=C2S1)N4CCN(CC4)C,0.78,1
858,CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC,-0.82,1
859,C1=CC=C(C=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)O,0.6,1
860,CN1C=NC2=C1C(=O)N(C(=O)N2)C,0.07,1
861,CC1C2CC3=C(C1(CCN2CC=C(C)C)C)C=C(C=C3)O,0.51,1
862,CCCC(C)C1(C(=O)NC(=O)NC1=O)CC,0.08,1
863,CCCCC1C(=O)N(N(C1=O)C2=CC=CC=C2)C3=CC=CC=C3,-0.52,1
864,CC(C)NCC(COC1=CC=CC2=C1C=CN2)O,-0.14,1
865,CCN(CC)CCOC(=O)C1=CC=C(C=C1)N,0.05,1
866,CN(C)CCCN1C2=CC=CC=C2SC3=CC=CC=C31,1.08,1
867,CC(C)C1=C(C(=CC=C1)C(C)C)O,0.63,1
868,CC(C)NCC(COC1=CC=CC2=CC=CC=C21)O,0.84,1
869,CN(C)CCN(CC1=CC=C(C=C1)OC)C2=CC=CC=N2,0.49,1
870,CNC(=C[N+](=O)[O-])NCCSCC1=CC=C(O1)CN(C)C,-1.23,1
871,C1=NC(=NN1C2C(C(C(O2)CO)O)O)C(=O)N,-0.67,1
872,CC1=C(C(=O)N2CCCCC2=N1)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F,-0.02,1
873,COC1=C(C=C(C=C1)C2CC(=O)NC2)OC3CCCC3,0.61,1
874,CCCN(CCC)CCC1=C2CC(=O)NC2=CC=C1,0.08,1
875,CSC(=N)N,-0.6,1
876,CC1=CN(C(=O)NC1=O)C2C=CC(O2)CO,-0.48,1
877,CN1C2CC(CC1C3C2O3)OC(=O)C(CO)C4=CC=CC=C4,0.23,1
878,CCCC(C)C1(C(=O)NC(=O)NC1=O)CC=C,0.2,1
879,C(OC(C(F)(F)F)C(F)(F)F)F,0.3,1
880,CC(C)NCC(C1=CC=C(C=C1)NS(=O)(=O)C)O,-0.28,1
881,C1CN(CCC12C(=O)NCN2C3=CC=CC=C3)CCCC(=O)C4=CC=C(C=C4)F,0.26,1
882,CC(C)(C)C#CC=CCN(C)CC1=CC=CC2=CC=CC=C21,0.08,1
883,CC(C)(C)C1=CC=C(C=C1)C(CCCN2CCC(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)O,0.64,1
884,[Kr],-0.16,1
885,CN1C=NC2=C1C(=O)NC(=O)N2C,-0.29,1
886,CN1CCCCC1CCN2C3=CC=CC=C3SC4=C2C=C(C=C4)SC,0.26,1
887,CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC(=O)O)C)C,-0.49,1
888,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4Cl,0.67,1
889,CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F,1.43,1
890,CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)C(F)(F)F,1.44,1
891,CC1=CN(C(=O)NC1=O)C2CC(C(O2)CO)N=[N+]=[N-],-0.74,1
892,CC1=CC=C(C=C1)C2=C(N3C=C(C=CC3=N2)C)CC(=O)N(C)C,-0.48,1
893,CN1C2CCC1C(C(C2)OC(=O)C3=CC=CC=C3)C(=O)OC,0.6,1
894,C1CCC2=NN=NN2CC1,-0.03,1
895,COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O CCC1(CC2CC(C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)C78CCN9C7C(C=CC9)(C(,-0.21,1
896,CC12CCN(C1N(C3=C2C=C(C=C3)OC(=O)NC)C)C,0.08,1
897,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N(C)C,0.0,1
898,C1=CC(=C(C=C1CC(C(=O)O)N)O)O,-0.78,1
899,CCCCN1CC2CC3=CC(=C(C=C3C2C1)OC)OC.Cl,0.31,1
900,C(C(C(C(C(CO)O)O)O)O)O,-1.6,1
902,C(=S)=S,0.6,1
904,CC(C)Br,0.56,1
905,CC(Cl)Cl,-0.28,1
907,C(C(F)(F)F)Cl,-0.08,1
908,C1CCC(CC1)(C2=CC=CC=C2)N3CCCCC3,0.58,1
909,CCCCC1(C(=O)NC(=O)NC1=O)CC,0.19,1
910,CCC(=O)C,-0.07,1
911,C(C(Cl)Cl)Cl,-0.1,1
912,C(=C(Cl)Cl)Cl,0.3,1
914,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,-0.12,1
915,CCCOC(=O)C1=CC=C(C=C1)N,0.55,1
916,CC1=CC=CC=C1C,0.39,1
917,CC1=CC(=C(C=C1)C)C,0.16,1
918,CC(C)(C)C1=CC=CC=C1,0.43,1
919,C1=CC(=CC=C1C(F)(F)F)Cl,0.17,1
920,CCC1=CC=CC=C1,0.22,1
921,C=CC1=CC=CC=C1,0.45,1
922,CC(CC1CCCCC1)NC,1.08,1
923,CC1=CC=C(C=C1)C,0.33,1
926,C=CC#N,-0.4,1
928,CCCC(=O)C,-0.01,1
929,CC(C)OC(=O)C,0.4,1
930,CC1=CC(=CC=C1)C,0.28,1
932,CCCOC(=O)C,0.12,1
933,CC(C)COC(=O)C,0.45,1
934,CCCCCCC=C,0.74,1
937,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)I,-0.1,1
938,CCC(C)CO,0.04,1
939,CCOC(=O)C,0.0,1
940,CCCCCCC1(C(=O)NC(=O)NC1=O)CC,0.36,1
941,CCC#CC(C)C1(C(=O)NC(=O)N(C1=O)C)CC=C,-0.07,1
942,CN1CCC23C=CC(CC2OC4=C(C=CC(=C34)C1)OC)O,0.32,1
943,C(=C(F)F)Cl,-0.02,1
